id,user_id,name,currency,created_at
087452e4-cc1c-493f-aab0-b38a2d1d87ea,00000000-0000-0000-0000-000000000000,Citizens,EUR,2025-01-21 05:44:46.512+00
c9a8bf61-9e2f-46ff-a329-8750f9399b1f,00000000-0000-0000-0000-000000000000,PrimaBanka,EUR,2025-01-21 05:44:46.512+00
